Title,Link,Author,Abstract,Item Type,Subjects,OfficalLink,Divisions,year
Building Distributed Attribute-Value Trees on DHT-based Networks,https://eprints.uet.vnu.edu.vn/eprints/id/eprint/115/,"Nguyen, Hoai-SonTan, YasuoShinoda, Y.Prof. Xuan-Tu Tran","Today, when a huge number of information resources appear in the Internet, one problem arising is how to search and exploit these information resources efficiently and flexibly with high scalability. We believe that the realization of multiple-attribute searching in a distributed manner is an important solution for this problem. In this paper, we propose a solution of building a distributed attribute-value tree (AV tree) on DHT-based networks to realize multiple-attribute searching. Each resource is named by an AV tree and DHT keys are created from each AV branch of a resource name. Resource information is distributed to a DHT-based network by the use of these DHT keys. Our solution keeps the locality of resource names in the key space of DHT networks such that AV branches that share a number of attribute/value pairs (AV pairs) will be mapped to a continuous portion of the key space. Therefore, multiple-attribute searching can be achieved efficiently by querying nodes responsible for a continuous portion of the key space. Our system can achieve both efficiency and a good degree of load balancing even when the distribution of AV pairs in resource names is skewed. Our simulation result shows the efficiency of our solution in respects of query success ratio and the degree of load balancing, comparing with conventional approaches.",Conference or Workshop Item (Paper),Buildings;Indexes;Information services;Load management;Routing;Routing protocols;Search problems;Internet;cryptography;file organisation;information resources;query processing;trees (mathematics);AV tree;DHT-based networks;Internet;distributed attribute-value trees;information resources;multiple-attribute searching;query processing;DHT;Load balancing;Multiple Attribute/Value Searching;,http://dx.doi.org/10.1109/AINA.2012.98,"Information Technology (IT)
?? IT_CN ??",2012
Study of Nanostructured Polymeric Composites Used for Organic Light Emitting Diodes and Organic Solar Cells,https://eprints.uet.vnu.edu.vn/eprints/id/eprint/119/,"Nguyen, Nang DinhDo, Ngoc ChungTran, Thi ThaoHui, DavidProf. Xuan-Tu Tran",,Article,?? Nano ??,https://eprints.uet.vnu.edu.vn/eprints/id/eprint/119/1/,"Faculty of Engineering Physics and Nanotechnology (FEPN)
Key Laboratory for Nanotechnology (Nano Lab)",2012
An Efficient Context Adaptive Variable Length Coding Architecture for H.264/AVC Video Encoders,https://eprints.uet.vnu.edu.vn/eprints/id/eprint/36/,"Nguyen, Ngoc MaiTran, Xuan TuVivet, PascalLesecq, SuzanneProf. Xuan-Tu Tran","In this paper, we present an efficient hardware implementation of a Context Adaptive Variable Length Coding (CAVLC) module for an H.264/AVC video encoder. To improve timing performance, a three-stage pipeline architecture is proposed including: input data statistical analysis, encoding and packing. The context information and coding tables are stored in memory elements. To minimize the hardware implementation overhead and increase the system performance, in some sub-encoders, the codewords are calculated on-the-fly instead of being stored in look-up tables. The proposed architecture has finally been implemented using a low power CMOS 65nm technology from STMicroelectronics. The design is able to operate up to 715MHz. At 550MHz, the design complexity is 33Kgates for a power consumption of 20mW. The design is initially targeted to CIF video format; however, it is obviously suitable for real-time HD 1080p video format.",Conference or Workshop Item (Paper),ISBN: 978-1-4673-4350-3 Best Student Paper Award,https://eprints.uet.vnu.edu.vn/eprints/id/eprint/36/2/Id78-PID2522399%20-%20FINAL%2020120906.pdf,"Electronics and Communications
Electronics and Communications > Electronics and Computer Engineering",2012
Detecting Bad SNPs from Illumina BeadChips Using Jeffreys Distance,https://eprints.uet.vnu.edu.vn/eprints/id/eprint/105/,"Nguyen, Son HoangLe, Sy VinhLe, Si QuangProf. Xuan-Tu Tran","Current microarray technologies are able to assay thousands of samples over million of SNPs simultaneously. Computational approaches have been developed to analyse a huge amount of data from microarray chips to understand sophisticated human genomes. The data from microarray chips might contain errors due to bad samples or bad SNPs. In this paper, we propose a method to detect bad SNPs from the probe intensities data of Illumina Beadchips. This approach measures the difference among results determined by three software Illuminus, GenoSNP and Gencall to detect the unstable SNPs. Experiment with SNP data in chromosome 20 of Kenyan people demonstrates the usefulness of our method. This approach reduces the number of SNPs that are needed to check manually. Furthermore, it has the ability in detecting bad SNPs that have not been recognized by other criteria.",Conference or Workshop Item (Paper),Accuracy;Approximation methods;Entropy;Gaussian distribution;Genomics;Humans;biology computing;cellular biophysics;genomics;lab-on-a-chip;Gencall;GenoSNP;Illumina BeadChips;Jeffreys distance;Kenyan people;bad SNP detection;chromosome;human genomes;microarray chips;probe intensities data;single nucleotide polymorphisms;software Illuminus;unstable SNP detection;SNP genotype;bad SNPs;quality control;relative entropy;,,"Information Technology (IT)
?? IT_CS ??",2012
Accounting for Gene Tree Uncertainties Improves Gene Trees and Reconciliation Inference,https://eprints.uet.vnu.edu.vn/eprints/id/eprint/1858/,"Nguyen, Thi HauDoyon, Jean-PhilippePointet, StéphanieArigon Chifolleau, Anne-MurielRanwez, VincentBerry, VincentNguyá»�n Th","We propose a reconciliation heuristic accounting for gene duplications, losses and horizontal transfers that specifically takes into account the uncertainties in the gene tree. Rearrangements are tried for gene tree edges that are weakly supported, and are accepted whenever they improve the reconciliation cost. We prove useful properties on the dynamic programming matrix used to compute reconciliations, which allows to speed-up the tree space exploration when rearrangements are generated by Nearest Neighbor Interchanges (NNI) edit operations. Experimental results on simulated and real data confirm that running times are greatly reduced when considering the above-mentioned optimization in comparison to the naïve rearrangement procedure. Results also show that gene trees modified by such NNI rearrangements are closer to the correct (simulated) trees and lead to more correct event predictions on average. The program is available at http://www.atgc-montpellier.fr/ Mowgli/",Article,Information Technology (IT),http://doi.org/10.1007/978-3-642-33122-0_10,Faculty of Information Technology (FIT),2012
Quantitative analysis of COOH-terminated alkanethiol SAMs on gold nanoparticle surfaces,https://eprints.uet.vnu.edu.vn/eprints/id/eprint/2920/,"Nguyễn, Cường / KiênAssoc.Prof Cuong / Kien NGUYEN","Surface-functionalization of a self-assembled monolayer (SAM) can be achieved byintroducing functional molecules at the terminal. To immobilize biomolecules on a gold substrate, COOH-terminated alkanethiol SAMs are preferably employed. Thiol molecules adsorption on gold surface was performed using thioglycolic acid (TGA, HS-CH2-COOH) monomers and a self-assembled technique. Characterization by Fourier transform infrared (FTIR) spectroscopy revealed gold–sulfur (Au–S) bonding through confirming the presence and disappearance of thiol molecules on the Au surface before and after the sample’s immersion in the TGA solution. Moreover, FTIR spectra also proved the presence of carboxyl molecules (C=O; OH) at the free end on the gold nanoparticle (AuNP) surface. Quantitative analysis of the carboxyl molecules interacted with methylene blue (MB) ones, and then identification by UV-Vis absorption spectroscopy showed that the average density of the carboxyl molecules on the free end of the alkanethiol SAM was about 3.9 × 1014 molecules per cm2 Keywords: Au–S bond, self-assembled monolayer (SAM), thioglycolic acid (TGA), carboxyl molecular density",Article,"Engineering Physics
ISI-indexed journals",https://eprints.uet.vnu.edu.vn/eprints/id/eprint/2920/1/Quantitative%20analysis%20of%20COOH-terminated%20alkanethiol%20SAMs%20on%20gold%20nanoparticle%20surfaces.pdf,Faculty of Engineering Physics and Nanotechnology (FEPN),2012
A Simplified Control for Robot Convoy,https://eprints.uet.vnu.edu.vn/eprints/id/eprint/149/,"Pham, Duy-HungTran, Quang-VinhNgo, Trung-DungProf. Xuan-Tu Tran",,Conference or Workshop Item (Paper),"Electronics and Communications
?? Electronics ??
Electronics and Communications > Electronics and Computer Engineering",,"Faculty of Electronics and Telecommunications (FET)
Key Laboratory for Smart Integrated Systems (SISLAB)",2012
Information Extraction for Vietnamese Real Estate Advertisements,https://eprints.uet.vnu.edu.vn/eprints/id/eprint/101/,"Pham, Lien ViPham, Son BaoProf. Xuan-Tu Tran","Advertising has appeared in almost all areas of life. The large number of advertisements, especially in real estate domain, has raised a need for an effective way to search and find useful information for users. In this paper, we propose a rule-based approach to build an Information Extraction system for Vietnamese online real estate advertisements. Experimental results shows that our approach is very promising with an overall F-measure of 91 on a collection of data collected from popular Vietnamese real estate websites.",Conference or Workshop Item (Paper),Data mining;Electronic mail;HTML;Information retrieval;Logic gates;Transducers;Internet;Web sites;advertising;information retrieval;real estate data processing;F-measure;Vietnamese online real estate advertisements;Vietnamese real estate Websites;information extraction;rule-based approach;information extraction;information extraction system;online real-estate advertising;real-estate;real-estate advertising;,,"Information Technology (IT)
?? IT_CS ??",2012
Multi-Guider and Cross-Searching Approach in Multi-Objective Particle Swarm Optimization for Electromagnetic Problems,https://eprints.uet.vnu.edu.vn/eprints/id/eprint/59/,"Pham, Minh TrienZhang, DiahaiKoh, Chang SeopProf. Xuan-Tu Tran","The main difference between single and multi-objective optimizations using particle swarm optimization is how the guider to locate the global optimal and Pareto optimal solutions are defined in corresponding optimization problems. In general multi-objective particle swarm optimization, only one guider is selected, and, in order to reduce the non-dominated solution for more diversity in the external archive, only crowding distance in objective space is considered. This paper presents a new approach of selecting multiple guiders to lead a swarm toward a Pareto-front. Additionally, in order to overcome the local Pareto front, mutation operator is applied for not only particles but also members in an external archive. Furthermore, aside from considering the crowding distance of solutions in objective space to maintain the diversity of solutions, the crowding distance in variable space is also taken into account. The proposed algorithm is compared with recent approaches of multi-objective optimizer in solving a multi-objective version of the TEAM 22 benchmark optimization problem with three and eight design variables.",Article,Pareto front;Pareto optimal solution;TEAM 22 benchmark optimization problem;cross-searching approach;electromagnetic problems;global optimal solution;multi-objective particle swarm optimization;multiguider approach;Pareto optimisation;computational electromagnetics;particle swarm optimisation;search problems;,,"Electronics and Communications > Communications
Electronics and Communications",2012
An Improvement of Minimized Assumption Generation Method for Component-Based Software Verification,https://eprints.uet.vnu.edu.vn/eprints/id/eprint/34/,"Pham, Ngoc HungNguyen, Viet HaAoki, ToshiakiKatayama, T.Prof. Xuan-Tu Tran",,Conference or Workshop Item (Paper),"assume-guarantee verification, complexity, component-based software verification, computational cost, consumption memory, depth-limited search strategy, minimized assumption generation, model checking, object-oriented programming, optimization, program verification, search tree, software evolution, software maintenance, state space explosion problem, subtree, system rechecking, tree searching",,Information Technology (IT),2012
An Improvement of Minimized Assumption Generation Method for Component-Based Software Verification,https://eprints.uet.vnu.edu.vn/eprints/id/eprint/111/,"Pham, Ngoc HungNguyen, Viet HaAoki, ToshiakiKatayama, T.Prof. Xuan-Tu Tran","The minimized assumption generation has been recognized as an improved method of the assume-guarantee verification for generating minimal assumptions. This method is not only fitted to component-based software but also has a potential to solve the state space explosion problem in model checking. However, the computational cost for generating the minimal assumption is very high so the method is difficult to be applied in practice. This paper presents an optimization as a continuous work of the minimized assumption generation method in order to reduce the complexity of the method. The key idea of this method is to find a smaller assumption in a sub-tree of the search tree containing the candidate assumptions using the depth-limited search strategy. With this approach, the improved method can generate smaller assumptions with a lower computational cost and consumption memory than the minimized method. The generated assumptions are also effective for rechecking the systems at much lower computational cost in the context of software evolution. We have implemented a tool supporting the improved method. Experimental results are also presented and discussed.",Conference or Workshop Item (Paper),Complexity theory;Computational efficiency;Context;Memory management;Search problems;Software;Software algorithms;object-oriented programming;program verification;software maintenance;tree searching;assume-guarantee verification;complexity;component-based software verification;computational cost;consumption memory;depth-limited search strategy;minimized assumption generation;model checking;optimization;search tree;software evolution;state space explosion problem;subtree;system rechecking;,http://10.0.4.85/rivf.2012.6169862,Information Technology (IT),2012
On Optimization of Minimized Assumption Generation Method for Component-Based Software Verification,https://eprints.uet.vnu.edu.vn/eprints/id/eprint/2041/,"Pham, Ngoc HungNguyen, Viet HaToshiaki, AokiTakuya, KatayamaPháº¡m Ngá»�c HÃ¹ng",,Article,"Information Technology (IT)
ISI-indexed journals",http://search.ieice.org/bin/summary.php?id=e95-a_9_1451,Faculty of Information Technology (FIT),2012
Design and Implementation of Backtracking Wave-pipeline Switch to Support Guaranteed Throughput in Network-on-Chip,https://eprints.uet.vnu.edu.vn/eprints/id/eprint/132/,"Pham, Phi-HungPark, JongsunMau, PhuongKim, ChulwooProf. Xuan-Tu Tran",,Article,"Electronics and Communications
?? Electronics ??
Electronics and Communications > Electronics and Computer Engineering",,"Faculty of Electronics and Telecommunications (FET)
Key Laboratory for Smart Integrated Systems (SISLAB)",2012
Stimulated Raman scattering effect in the Silica-alumina fibers,https://eprints.uet.vnu.edu.vn/eprints/id/eprint/2108/,"Pham, Thanh SonNguyen, The AnhNguyen, Thuy VanHoang, Thi Hong CamBui, HuyHa, Xuan VinhBui, Trung NinhPham, Van HoiBùi Trung Ninh",We present experimental results of stimulated Raman scattering in silica-alumina fiber using the optical pump power combination scheme of middle-power laser diodes at wavelength of 1470-1471 nm. The optical single-pass gain of Raman fiber amplifier achieved up to 11 dB in the CW and 2.5 GHz modulated signal regimes at wavelength range of 1550 nm when the pumped power is of 29.54 dBm (900 mW) in silica-alumina optical fiber with the fiber length of 65-85 Km. This distributed-pump Raman fiber amplifier can be used in high-speed long-haul DWDM fiber optic communication networks.,Conference or Workshop Item (Lecture),Electronics and Communications > Communications,,Faculty of Electronics and Telecommunications (FET),2012
Named Entity Recognition for Vietnamese Documents Using Semi-supervised Learning Method of CRFs with Generalized Expectation Criteria,https://eprints.uet.vnu.edu.vn/eprints/id/eprint/81/,"Pham, Thi NganNguyen, Le MinhHa, Quang ThuyProf. Xuan-Tu Tran",,Conference or Workshop Item (Paper),Information Technology (IT),http://www.mica.edu.vn/IALP-2012/,Faculty of Information Technology (FIT),2012
Electro-Optic Modulator Drift Compensation based on DSP System,https://eprints.uet.vnu.edu.vn/eprints/id/eprint/129/,"Pham, Toan ThangVu, Van YemBach, Gia-DuongJournet, BernardProf. Xuan-Tu Tran",,Conference or Workshop Item (Paper),Digital signal processing;Electrodes;Electrooptic modulators;Frequency modulation;Transfer functions;,,"Electronics and Communications > Communications
Electronics and Communications
?? Electronics ??
?? ece_communications ??",2012
An Approach to Design Embedded Systems by Multi-Objective Optimization,https://eprints.uet.vnu.edu.vn/eprints/id/eprint/122/,"Pham, Van HuongNguyen, Ngoc-BinhProf. Xuan-Tu Tran",Embedded system design and optimization play an important role in the development trend of embedded technology. This paper presents a new approach to design and optimize embedded systems in the design phase based on Pareto multi-objective optimization. We defined two Domain Specific Languages and developed the framework that is to design the architecture model and the component diagram of embedded systems. And we integrated the code generation technology called Text Template Transformation Toolkit to this framework to generate parameters from models automatically. Then we also do multi-objective optimization to select the best trade-off configuration of the embedded system architecture and the best hardware-software partition based on the Pareto principle and Genetic Algorithm.,Conference or Workshop Item (Paper),DSL;Embedded systems;Genetic algorithms;Linear programming;Optimization;Unified modeling language;DSL - Domain Specific Language;Embedded system;GA - Genetic Algorithm;Pareto principle;T4 - Text Template Transformation Toolkit;embedded system design;hardware-software partitioning;multi-objective optimization;,,"Information Technology (IT)
?? IT_GS ??
?? IT_SE ??",2012
Hardware-Software Co-Design to Optimize Embedded Systems by using the Pareto Principle and DSL,https://eprints.uet.vnu.edu.vn/eprints/id/eprint/1178/,"Pham, Van HuongNguyen, Ngoc-BinhBui, Ngoc HaiVu, Van PhucProf. Xuan-Tu Tran",,Conference or Workshop Item (Paper),Information Technology (IT),,Faculty of Information Technology (FIT),2012
"Electric Properties and Interface Charge Trap Density of Ferroelectric Gate Thin Film Transistor Using (Bi,La)4Ti3O12/Pb(Zr,Ti)O3 Stacked Gate Insulator",https://eprints.uet.vnu.edu.vn/eprints/id/eprint/2619/,"Pham, Van ThanhBui, Nguyen Quoc TrinhTakaaki, MiyasakoPhan, Trong TueEisuke, TokumitsuTatsuya, ShimodaDr. Bui Nguyen Quoc Trinh","We successfully fabricated ferroelectric gate thin film transistors (FGTs) using solution-processed (Bi,La)4Ti3O12 (BLT)/Pb(Zr,Ti)O3 (PZT) stacked films and an indium–tin oxide (ITO) film as ferroelectric gate insulators and an oxide channel, respectively. The typical n-type channel transistors were obtained with the counterclockwise hysteresis loop due to the ferroelectric property of the BLT/PZT stacked gate insulators. These FGTs exhibited good device performance characteristics, such as a high ON/OFF ratio of 106, a large memory window of 1.7–3.1 V, and a large ON current of 0.5–2.5 mA. In order to investigate interface charge trapping for these devices, we applied the conductance method to MFS capacitors, i.e., Pt/ITO/BLT/PZT/Pt capacitors. As a result, the interface charge trap density (Dit) between the ITO and BLT/PZT stacked films was estimated to be in the range of 10�11–10�12 eV�1 cm�2. The small Dit value suggested that good interfaces were achieved.",Article,ISI-indexed journals,https://eprints.uet.vnu.edu.vn/eprints/id/eprint/2619/1/10.%20JJAP2012%20-51-09LA09.pdf,Faculty of Engineering Physics and Nanotechnology (FEPN),2012
Stabilization control of networked mobile robot using past observation-based preditive filter,https://eprints.uet.vnu.edu.vn/eprints/id/eprint/2556/,"Phung, Manh DuongNguyen, Thi Thanh VanTran, Thuan HoangTran, Quang VinhDr Manh Duong Phung",This paper addresses the stabilization control problem for networked mobile robot subject to communication delay. A new state estimation filter namely past observation-based predictive filter is developed. This filter enables the prediction of system state from delayed measurement. The state estimator combined with developed control laws ensures the asymptotic stability of the networked system. Simulations with parameters extracted from a real robot system were conducted and results confirmed the correctness as well as applicability of proposed approach.,Conference or Workshop Item (Paper),"Electronics and Communications
Electronics and Communications > Electronics and Computer Engineering",https://eprints.uet.vnu.edu.vn/eprints/id/eprint/2556/1/Dieu%20khien%20on%20dinh%20qua%20mang%20-%20vcm2012%20-%20Final.pdf,Faculty of Electronics and Telecommunications (FET),2012
Control of Internet-Based Robot Systems using Multi Transport Protocols,https://eprints.uet.vnu.edu.vn/eprints/id/eprint/137/,"Phung, Manh DuongTran, Thuan HoangNguyen, Thi Thanh VanTran, Quang VinhProf. Xuan-Tu Tran",This paper proposes a novel approach to implement communication channels for Internet-based robotic systems. The exchange information between the operator and the robot is classified into categories with specific features and requirements. Appropriate transport protocols are utilized for each set of data. The TCP is for the administrative data; the UDP is for the control signals and the RTP is for the vision data. Simulations and experiments show that this approach strengthens advantages of each transport protocol while maintains good performance of the system.,Conference or Workshop Item (Paper),Internet robot;mobile robot;robot control;telerobot;transport protocols,,"Electronics and Communications
Electronics and Communications > Electronics and Computer Engineering",2012
A Multi-Agent Architecture for Smart Home,https://eprints.uet.vnu.edu.vn/eprints/id/eprint/2128/,"Ta, Viet CuongVu, Thi Hong NhanBui, The DuyVÅ© Thá»� H",,Conference or Workshop Item (Paper),Information Technology (IT),,Faculty of Information Technology (FIT),2012
Novel Active Contour Model for Image Segmentation Based on Local Fuzzy Gaussian Distribution Fitting,https://eprints.uet.vnu.edu.vn/eprints/id/eprint/133/,"Thieu, Q.T.Luong, MarieRocchisani, J.-M.Nguyen, Linh TrungViennet, E.Prof. Xuan-Tu Tran",,Article,"Electronics and Communications > Communications
Electronics and Communications
Electronics and Communications > Electronics and Computer Engineering",,Faculty of Electronics and Telecommunications (FET),2012
The Application of a Multibeam Antenna for 4G,https://eprints.uet.vnu.edu.vn/eprints/id/eprint/126/,"Tran, Cao QuyenTrinh, Anh VuProf. Xuan-Tu Tran","There are various antenna schemes which can be used to increase the throughput of the 4th mobile generation (4G) networks such as antenna diversity, beamforming, spatial multiplexing and MIMO (Multiple Input Multiple Output) 1. With the above antenna schemes OFDMA (Orthogonal Frequency Division Multiple Access) is a suitable selection for 4G. This paper proposes a multibeam antenna combining OFDMA for the next generation mobile communications. Analysis and simulation show that this kind of antenna is comparable to MIMO scheme and can be applied to 4G.",Conference or Workshop Item (Paper),Butler matrix;MIMO;Mobile communication;OFDM;Receiving antennas;Transmitting antennas;Butler matrix;OFDMA;multibeam;,,"Electronics and Communications > Communications
Electronics and Communications
?? ece_communications ??",2012
Performance Comparison between Simulation and Experimentation of a Specific Indoor Propagation System,https://eprints.uet.vnu.edu.vn/eprints/id/eprint/89/,"Tran, Duc TanAssoc/Prof Duc Tan Tran","Wireless communication are popular used for commercial, industrial, and domestic networking. Ensuring information quality in indoor environments are difficult but essential for applications that require higher and higher quality such as internet access, telephone, etc. In order to deploy in actual systems with the feasibility and cost savings, electromagnetic simulations must be performed carefully. The simulation of electromagnetic wave propagation in indoor environments may require the use of different wave propagation models. Some factors such as obstructions, materials, antenna installation, etc. will affect the actual results so they need to be put into simulation. This paper presented the simulation and experimentation of wave propagation in a specific building. The initial results show the feasibility to apply in practice.",Conference or Workshop Item (Paper),?? ece_communications ??,https://eprints.uet.vnu.edu.vn/eprints/id/eprint/89/1/proceeding_IDCTA_2012_full.PDF,Faculty of Electronics and Telecommunications (FET),2012
The Performance Improvement of a Low-Cost INS/GPS Integration System using the Street Return Algorithm and Compass Sensor,https://eprints.uet.vnu.edu.vn/eprints/id/eprint/90/,"Tran, Duc TanAssoc/Prof Duc Tan Tran","Nowadays, navigation and guidance is widely applied in many different fields. The high accuracy is very important and necessary in most of applications, but it sometimes needs to have a balance between cost and performance of navigation system. Hence, there are many new algorithms, new integrated methods are proposed to integrate or embed into low-cost INS/GPS integration systems to enhance accuracy, to reduce size and have an acceptable cost. In the recent study of our group, we have succeeded in finding out a new algorithm named Street Return Algorithm and embedding into a low-cost INS/GPS integration system. However, that research only obtains high accuracy when errors determined by INS are traverse of roads but in remanent cases the accuracy could not determine. In this paper, we have theoretically proposed to use a compass sensor and a corresponding algorithm with this kind of sensor in order to overcome that limitation.",Conference or Workshop Item (Paper),"Electronics and Communications
?? Electronics ??
Electronics and Communications > Electronics and Computer Engineering",https://eprints.uet.vnu.edu.vn/eprints/id/eprint/90/1/Proceedings%20VCM%202012%20FULL%202.pdf,Faculty of Electronics and Telecommunications (FET),2012
The Performance Improvement of a Lowcost INS/GPS Integration System Using The Street Return Algorithmg,https://eprints.uet.vnu.edu.vn/eprints/id/eprint/87/,"Tran, Duc TanAssoc/Prof Duc Tan Tran","During the last decades, MEMS technology has undergone rapid development, leading to the successful fabrication of miniaturized mechanical structures integrated with microelectronic components. Accelerometers and gyroscopes are in great demand for specific applications ranging from guidance and stabilization of spacecraft to research on vibrations of Parkinson patients’ fingers. The demand of navigation and guidance has been urgent for many years. In fact, INS is used daily in flight dynamics control. Nowadays, with the strong growth of Micro-Electro-Mechanical-System (MEMS) technology, the Inertial Navigation Systems are applied widely. However, there are existing errors in the accelerometer and gyroscope signals that cause unacceptable drifts. Even when the Inertial Navigation System (INS) was supported by the Global Positioning System (GPS), the position error is still large, especially in the case of GPS signal lost. In this paper, we will present a simple algorithm called Street Return Algorithm (SRA) to reduce this kind of error. Experimental result showed that this algorithm could be applied in the real-time operation.",Article,?? Electronics ??,https://eprints.uet.vnu.edu.vn/eprints/id/eprint/87/1/06_NguyenVanThang.pdf,Assoc/Prof Duc Tan Tran,2012
A Piezoresistive Acceleration Sensor: from System to Physical Levels,https://eprints.uet.vnu.edu.vn/eprints/id/eprint/86/,"Tran, Duc TanAssoc/Prof Duc Tan Tran","In this paper, we focus to design and simulation of a piezoresistive accelerometer using three different soft-wares corresponding to three different levels: system, device, and physical ones. At the system level, MATLAB software was utilized to model a simple mechanical damping system. At the device level, we have used SUGAR/MATLAB to investigate the basic behaviors of 3-DOF accelerometer. Consequently, the ANSYS finite-element software has been used to design and simulate the advance properties of a 3-DOF piezoresistive accelerometer. At this level, we would also perform optimization process for the fabrication step.",Article,"Electronics and Communications
Electronics and Communications > Electronics and Computer Engineering
ISI-indexed journals",https://eprints.uet.vnu.edu.vn/eprints/id/eprint/86/1/fullpaper_sensor_transducer_2012.pdf,Faculty of Electronics and Telecommunications (FET),2012
Simulation and Design of a 3-DOF Piezoresistive Accelerometer with Uniform Resolution,https://eprints.uet.vnu.edu.vn/eprints/id/eprint/64/,"Tran, Duc TanAssoc/Prof Duc Tan Tran",,Conference or Workshop Item (Paper),Best Paper Award,,"Electronics and Communications
?? Electronics ??
Electronics and Communications > Electronics and Computer Engineering",2012
An efficient scheme of Inertial Navigation System and Global Positioning System Integration for land vehicles.,https://eprints.uet.vnu.edu.vn/eprints/id/eprint/91/,"Tran, Duc TanAssoc/Prof Duc Tan Tran","Land vehicle navigation system technology is a fastest growing section of focus for research recently due to its potential for both consumer and business vehicle markets. Global Positioning System (GPS) is a conventional choice in such systems. However, GPS alone is incapable of providing continuous and reliable positioning, because of its inherent dependency on external signals. The availability of low cost MEMS inertial sensors is now making it feasible to use Inertial Navigation System (INS) in conjunction with GPS to fulfill the demands of such systems. This paper therefore proposes an INS/GPS scheme which uses two Kalman Filters to filter and estimate the navigation parameters. The simulation based on experiment data and performance analysis are also present to show the positioning capability of the GPS/INS integrated systems for land vehicle navigation system and investigates on methods to improve its performance.",Conference or Workshop Item (Paper),?? Electronics ??,https://eprints.uet.vnu.edu.vn/eprints/id/eprint/91/1/Proceedings%20VCM%202012%20FULL%202.pdf,Faculty of Electronics and Telecommunications (FET),2012
Performance Comparison Between Simulation and Experimentation of a Specific Indoor Propagation System,https://eprints.uet.vnu.edu.vn/eprints/id/eprint/150/,"Tran, Duc TanAnh, N. D.Thang, C. M.Linh, B. L. P.Tran, Thi Thuy QuynhHoang, D. H.Prof. Xuan-Tu Tran",,Conference or Workshop Item (Paper),Broadcasting;digital television;indoor propagation;light of site (LOS),,"Electronics and Communications > Communications
Electronics and Communications
?? Electronics ??",2012
Modified Distorted Born Iterative Method for Ultrasound Tomography by Random Sampling,https://eprints.uet.vnu.edu.vn/eprints/id/eprint/1390/,"Tran, Duc TanNguyen, Linh TrungDo, Ngoc MinhAssoc/Prof Duc Tan Tran",,Conference or Workshop Item (Paper),Electronics and Communications > Electronics and Computer Engineering,,Faculty of Electronics and Telecommunications (FET),2012
VnLoc: A Real — Time News Event Extraction Framework for Vietnamese,https://eprints.uet.vnu.edu.vn/eprints/id/eprint/100/,"Tran, Mai VuNguyen, Minh HoangNguyen, Sy QuanNguyen, Minh TienPhan, Xuan HieuProf. Xuan-Tu Tran","Event Extraction is a complex and interesting topic in Information Extraction that includes event extraction methods from free text or web data. The result of event extraction systems can be used in several fields such as risk analysis systems, online monitoring systems or decide support tools. In this paper, we introduce a method that combines lexico — semantic and machine learning to extract event from Vietnamese news. Furthermore, we concentrate to describe event online monitoring system named VnLoc based on the method that was proposed above to extract event in Vietnamese language. Besides, in experiment phase, we have evaluated this method based on precision, recall and F1 measure. At this time of experiment, we on investigated on three types of event: FIRE, CRIME and TRANSPORT ACCIDENT.",Conference or Workshop Item (Paper),Data mining;Detectors;Entropy;Feature extraction;Fires;Machine learning;Monitoring;Internet;information retrieval;learning (artificial intelligence);natural language processing;text analysis;F1 measure;Vietnamese language;Vietnamese news;VnLoc;Web data;crime;decide support tools;event extraction method;event online monitoring system;fire;free text;information extraction;lexico-semantic learning;machine learning;precision;real-time news event extraction framework;recall;risk analysis system;transport accident;,,"Information Technology (IT)
?? IT_CS ??
?? IT_IS ??",2012
Concept Learning for Description Logic-Based Information Systems,https://eprints.uet.vnu.edu.vn/eprints/id/eprint/108/,"Tran, Thanh LuongHa, Quang ThuyHoang, Thi Lan GiaoNguyen, Linh AnhNguyen, Hung SonSzalas, AndrzejProf. Xuan-Tu Tran","The work [1] by Nguyen and Szalas is a pioneering one that uses bisimulation for machine learning in the context of description logics. In this paper we generalize and extend their concept learning method [1] for description logic-based information systems. We take attributes as basic elements of the language. Each attribute may be discrete or numeric. A Boolean attribute is treated as a concept name. This approach is more general and much more suitable for practical information systems based on description logic than the one of [1]. As further extensions we allow also data roles and the concept constructors ""functionality"" and ""unquantified number restrictions"". We formulate and prove an important theorem on basic selectors. We also provide new examples to illustrate our approach.",Conference or Workshop Item (Paper),Educational institutions;Electronic mail;Information systems;Knowledge based systems;Machine learning;Standards;Boolean functions;bisimulation equivalence;information systems;learning (artificial intelligence);Boolean attribute;bisimulation;concept constructor;concept learning method;concept name;data role;description logic-based information system;discrete attribute;functionality;machine learning;numeric attribute;unquantified number restriction;bisimulation;concept learning;description logic;machine learning;,,Information Technology (IT),2012
Concept Learning for Description Logic-based Information Systems,https://eprints.uet.vnu.edu.vn/eprints/id/eprint/83/,"Tran, Thanh LuongHa, Quang ThuyHoang, Thi Lan GiaoNguyen, Linh AnhNguyen, Hung SonSzalas, AndrzejProf. Xuan-Tu Tran",,Conference or Workshop Item (Paper),Information Technology (IT),http://doi.ieeecomputersociety.org/10.1109/KSE.2012.23,Faculty of Information Technology (FIT),2012
